step,pair,freq,total_tokens,compression,time_sec
4670,[C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C],663,17548633,5.1519,570.7
4671,[C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C],662,17547971,5.152,570.8
4672,[O][C@@H1][Ring1][Ring1],662,17547309,5.1522,571
4673,[Ring2][Ring2][Ring1][O],662,17546647,5.1524,571.1
4674,[C][C][C][Ring1][S],661,17545986,5.1526,571.2
4675,[P][=Branch1][C][=S],661,17545325,5.1528,571.3
4676,[O][C][Ring2][Ring1][=Branch1],661,17544664,5.153,571.4
4677,[C][=C][Ring2][Ring1][#Branch1][Ring1][=Branch1],661,17544003,5.1532,571.6
4678,[Branch1][C][O][C][Branch1][C][C][Branch1][C][C],661,17543342,5.1534,571.7
4679,[N][C][=N][C][=N][S][Ring1][Branch1],661,17542681,5.1536,571.8
4680,[N][S][Branch1][C][C][=Branch1][C][=O][=O][=C][C][=C][Ring1][O],661,17542020,5.1538,571.9
4681,[C][O][C][=Branch1][C][=O][C][C][C][C],660,17541360,5.154,572
4682,[Ring1][S][C][C][=Branch1][C][=O],660,17540700,5.1542,572.1
4683,[O][C@@H1][O][C],660,17540040,5.1544,572.2
4684,[C][=C][Ring1][#C][Cl],660,17539380,5.1546,572.4
4685,[C][=C][Ring2][Ring1][Branch1][C][C],659,17538721,5.1548,572.5
4686,[=C][C][=C][Ring1][=Branch1],659,17538062,5.155,572.6
4687,[O][C][Branch1][#Branch2],659,17537403,5.1552,572.7
4688,[C][=C][Ring1][P][Ring1][#Branch1],659,17536744,5.1553,572.8
4689,[N][C][C][C][N][Branch1][C][C],659,17536085,5.1555,573
4690,[C][=Branch1][C][=O][N][Ring1][=N],659,17535426,5.1557,573.1
4691,[C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch2][Ring1][#Branch1],659,17534767,5.1559,573.2
4692,[=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N],658,17534109,5.1561,573.4
4693,[C@H1][Branch2][Ring1][=Branch1],658,17533451,5.1563,573.5
4694,[C][=C][S][C][Branch1],658,17532793,5.1565,573.6
4695,[C][C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O],658,17532135,5.1567,573.7
4696,[O][C][=C][C][=C][Branch2][Ring1][#Branch1],658,17531477,5.1569,573.8
4697,[C][C][C@@][Ring1][=C][Branch1][C][C][C@],658,17530819,5.1571,573.9
4698,[O][C][Ring2][Ring1][Ring2],657,17530162,5.1573,574.1
4699,[F][C][=C][C][=C][Branch2][Ring2],657,17529505,5.1575,574.2
4700,[C][=C][Ring2][Ring1][Ring1][Cl],657,17528848,5.1577,574.3
4701,[C][Ring1][#C][=C][Ring2][Ring1],657,17528191,5.1579,574.5
4702,[=C][\C][=C][C][=C][C][=C][Ring1][=Branch1],657,17527534,5.1581,574.6
4703,[Branch2][C][C][C][C][C][Ring1][Branch1][C],657,17526877,5.1582,574.7
4704,[C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Ring1][#Branch2][Cl],657,17526220,5.1584,574.9
4705,[C][=C][C][C],656,17525564,5.1586,575
4706,[C][=Branch1][C][=O][N][C][C][C][C][C][C],656,17524908,5.1588,575.1
4707,[Branch1][C][Br][O][Ring1][=Branch1],656,17524252,5.159,575.3
4708,[Branch2][=Branch1][=Branch1],656,17523596,5.1592,575.4
4709,[Ring2][Branch1][=N],656,17522940,5.1594,575.5
4710,[=N][N][Ring1][=N],656,17522284,5.1596,575.6
4711,[C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2],656,17521628,5.1598,575.8
4712,[Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1],656,17520972,5.16,575.9
4713,[C][C][C][C][C][C][Branch1][C][C],655,17520317,5.1602,576
4714,[C][C][O][C][=Branch1][C][=O][C][=C][N][=C],655,17519662,5.1604,576.1
4715,[N][N][C][=Branch1][C][=S],655,17519007,5.1606,576.2
4716,[C][C][C][C][=Branch1][C][=O][N][C][C],655,17518352,5.1608,576.3
4717,[C][C][C][Ring1][#Branch2],654,17517698,5.161,576.4
4718,[C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],654,17517044,5.1611,576.6
4719,[C][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C],654,17516390,5.1613,576.7
4720,[C][C][=Branch1][C][=O][N][O],653,17515737,5.1615,576.8
4721,[C][N][Branch2][Ring1][=Branch1],653,17515084,5.1617,576.9
4722,[N][Ring1][=Branch2][C][=Branch1][C][=O],653,17514431,5.1619,577
4723,[C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2],653,17513778,5.1621,577.2
4724,[N][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N],653,17513125,5.1623,577.3
4725,[=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],652,17512473,5.1625,577.4
4726,[N][=N][Ring2][Ring1][Branch1],652,17511821,5.1627,577.5
4727,[C][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][=C],652,17511169,5.1629,577.7
4728,[=N][\C][=Branch1][C][=O],652,17510517,5.1631,577.8
4729,[C][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=O],652,17509865,5.1633,577.9
4730,[O][C][Ring1][P][=O],652,17509213,5.1635,578
4731,[O][C][C][C][O][Ring1][Branch2],652,17508561,5.1636,578.2
4732,[C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Branch2],651,17507910,5.1638,578.3
4733,[O][C][C][Ring2][Ring1][P],651,17507259,5.164,578.4
4734,[N][Branch2][Ring1][Branch1][C][C],650,17506609,5.1642,578.5
4735,[C][C][=C][C][=C][Branch1][Ring1][O][C][C],650,17505959,5.1644,578.6
4736,[N][C][=N][C][Branch1][S],650,17505309,5.1646,578.8
4737,[N][#C][C][=C][C][=C][C][Branch2][Ring2],650,17504659,5.1648,578.9
4738,[C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch2][Ring1],650,17504009,5.165,579
4739,[C][N][Branch1][O][C][C],649,17503360,5.1652,579.2
4740,[C@H1][C][O][C][=Branch1][C][=O][C@@H1][Ring1][=Branch1],649,17502711,5.1654,579.3
4741,[C][=C][C][=C][C][=C][Ring1][=Branch1][N],648,17502063,5.1656,579.4
4742,[C][=C][C][C][=Branch1][C][=O],648,17501415,5.1658,579.5
4743,[S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1],648,17500767,5.1659,579.7
4744,[C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1],648,17500119,5.1661,579.8
4745,[C][=C][C][=N][C][Ring1][=Branch1],647,17499472,5.1663,580
4746,[Branch1][C][O][=C][Ring1][=Branch2],647,17498825,5.1665,580.1
4747,[O][C][Branch1][C][O][=C],647,17498178,5.1667,580.2
4748,[C][O][C][=C][C][=C][C][Branch2][Ring1][=C],647,17497531,5.1669,580.4
4749,[C][=C][C][=C][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][Ring1][=Branch2],647,17496884,5.1671,580.5
4750,[C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],646,17496238,5.1673,580.6
4751,[Branch2][Ring2][Ring1][Branch1],646,17495592,5.1675,580.8
4752,[C][=C][Ring2][Ring2][S],646,17494946,5.1677,580.9
4753,[C][C][S][Ring1][Branch1],646,17494300,5.1679,581
4754,[C][C@H1][Branch1][C][O][C][C],646,17493654,5.168,581.2
4755,[C][C][=C][C][=C][Branch2][Ring2][Branch1],646,17493008,5.1682,581.3
4756,[C][=C][Branch2][Ring2][Branch1],646,17492362,5.1684,581.4
4757,[C][=C][C][=C][Branch1][=C][N][C][=Branch1][C][=O],646,17491716,5.1686,581.6
4758,[O][C@H1][C][C][C@@][Branch1][C][C],646,17491070,5.1688,581.7
4759,[O][P][=Branch1][C][=O][Branch1][C][O][O][C][=C][Ring1][O],646,17490424,5.169,581.8
4760,[N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1],646,17489778,5.1692,581.9
4761,[C][C@@H1][Ring1][=C],645,17489133,5.1694,582.1
4762,[C][C][=C][Branch1][#Branch1],645,17488488,5.1696,582.2
4763,[C][C@@H1][Ring1][Branch1][C],645,17487843,5.1698,582.3
4764,[C][O][C][=C][Branch1][C][F],645,17487198,5.17,582.4
4765,[C][C][=C][C][Branch1][#Branch2],645,17486553,5.1701,582.5
4766,[C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],645,17485908,5.1703,582.6
4767,[C@@H1][Branch1][C][F],644,17485264,5.1705,582.8
4768,[/C][=Branch1][N][=C],644,17484620,5.1707,582.9
4769,[C][C][=C][Branch2][Ring1][#Branch1],644,17483976,5.1709,583
4770,[=N][N][Ring1][=C],644,17483332,5.1711,583.1
4771,[=N][N][=C][Ring2][Ring1],643,17482689,5.1713,583.3
4772,[N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],643,17482046,5.1715,583.4
4773,[N][C][=C][C][NH1],643,17481403,5.1717,583.5
4774,[N][C][=C][C][=C][Branch2][Ring1][Branch2],643,17480760,5.1719,583.7
4775,[C][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],643,17480117,5.172,583.8
4776,[N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C],643,17479474,5.1722,583.9
4777,[C][=C][C][=N][C][Ring1][=Branch1][=C][Ring1][#Branch2],643,17478831,5.1724,584.1
4778,[C][=C][Branch1][C][N][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][NH1][C][Ring1][#C][=O],643,17478188,5.1726,584.2
4779,[C][C][=C][S][C][=N],642,17477546,5.1728,584.3
4780,[C][C][=C][C][=C][C][Branch2][Ring1][=Branch1],642,17476904,5.173,584.5
4781,[O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=C],642,17476262,5.1732,584.6
4782,[C][=C][C][=Branch1][Branch2],642,17475620,5.1734,584.7
4783,[C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],642,17474978,5.1736,584.8
4784,[C@@H1][C][C@H1][Ring1][Ring1],642,17474336,5.1738,585
4785,[N][C][C][C][C][Branch2][Ring1],641,17473695,5.1739,585.1
4786,[O][C@H1][Ring1][Branch2],641,17473054,5.1741,585.2
4787,[C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],641,17472413,5.1743,585.3
4788,[C][=Branch1][C][=O][N][Branch1][P],641,17471772,5.1745,585.5
4789,[C][=C][Ring1][N][Ring1][#Branch1],641,17471131,5.1747,585.6
4790,[C][=C][C][=C][Branch1][C][Cl][S][Ring1][=Branch1],641,17470490,5.1749,585.7
4791,[O][=C][Branch1][#Branch2][N][C][C][C][C][C][C][Ring1][=Branch1],641,17469849,5.1751,585.8
4792,[C][O][C][=Branch1][C][=O][C@H1],640,17469209,5.1753,585.9
4793,[C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O],640,17468569,5.1755,586.1
4794,[#C][C][=C][C][=C][Branch2][Ring2][Ring1],640,17467929,5.1757,586.2
4795,[C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2],640,17467289,5.1758,586.3
4796,[C][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1],640,17466649,5.176,586.5
4797,[C][N][C@H1][Branch1],639,17466010,5.1762,586.6
4798,[O][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1],639,17465371,5.1764,586.7
4799,[O][C][=C][C][=C][Branch1][S],639,17464732,5.1766,586.9
4800,[N][=C][Branch1][=Branch1][C][Branch1][C][N][=O],639,17464093,5.1768,587
4801,[C][Branch2][Branch1][C],639,17463454,5.177,587.1
4802,[=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][=Branch2][O][C],639,17462815,5.1772,587.2
4803,[C][C][C][C][C@@H1],638,17462177,5.1774,587.4
4804,[N][C][=C][C][=C][Branch1][C][Br],638,17461539,5.1776,587.5
4805,[C][=Branch1][C][=O][O][C][=C][Ring1][=C],638,17460901,5.1777,587.6
4806,[C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],638,17460263,5.1779,587.8
4807,[C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][C][C][Ring1][S],638,17459625,5.1781,587.9
4808,[C][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2],638,17458987,5.1783,588
4809,[C][C][=Branch2],637,17458350,5.1785,588.2
4810,[Ring1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],637,17457713,5.1787,588.3
4811,[S][=Branch1][C][=O][=Branch1][C][=O][C][Ring1][#Branch1],637,17457076,5.1789,588.4
4812,[NH1][Ring2][Ring1][Ring1],637,17456439,5.1791,588.5
4813,[Ring1][O][=C][Ring1][#C],637,17455802,5.1793,588.7
4814,[Ring1][C][C][=C][C][=C][Branch1][Branch2],637,17455165,5.1794,588.8
4815,[N][C][C][N][Branch2][Ring2][Ring2],637,17454528,5.1796,588.9
4816,[C][C][C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C],637,17453891,5.1798,589.1
4817,[C][O][C][Branch1][C][N][=O],636,17453255,5.18,589.2
4818,[N][#C][C][=C][C][=C][Branch2][Ring1],636,17452619,5.1802,589.3
4819,[N][C][Branch1][Branch2],636,17451983,5.1804,589.4
4820,[C][=C][Branch1][C][Br][C][=C][Ring1][Branch2],636,17451347,5.1806,589.5
4821,[C][=C][C][=C][C][=Branch1][=Branch1][=C][Ring1][#Branch2],636,17450711,5.1808,589.7
4822,[C][C@][Ring1][Ring1][Branch2],636,17450075,5.181,589.8
4823,[C@@H1][Branch2][Ring1][S],635,17449440,5.1811,589.9
4824,[C][=C][Ring2][Ring1][=Branch1][Cl],635,17448805,5.1813,590
4825,[C][=C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1],635,17448170,5.1815,590.1
4826,[C][N][N][=N][N][=C][Ring1][Branch1],635,17447535,5.1817,590.2
4827,[C@H1][C@H1][Branch1][C][C][C][C],635,17446900,5.1819,590.3
4828,[C][C][Branch1][C][C][=C][C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C],635,17446265,5.1821,590.5
4829,[N][C][NH1],634,17445631,5.1823,590.6
4830,[C][=C][Ring2][Ring1][C][Cl],634,17444997,5.1825,590.7
4831,[C][=C][C][Branch1][S][N][C][=Branch1][C][=O],634,17444363,5.1826,590.9
4832,[N][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O],634,17443729,5.1828,591
4833,[C][C][=C][Branch1][N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],634,17443095,5.183,591.1
4834,[C@@][Ring1][Ring2][Branch1][#Branch1][O][C][Branch1][C][C][=O],634,17442461,5.1832,591.3
4835,[N][C][=C][C][Branch2][Ring1],633,17441828,5.1834,591.4
4836,[C][O][C][=Branch1][C][=O][C][Branch1],633,17441195,5.1836,591.5
4837,[O][C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],633,17440562,5.1838,591.7
4838,[N][Branch1][C][C][C][=Ring1][=Branch1][C],633,17439929,5.184,591.8
4839,[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring1],633,17439296,5.1842,591.9
4840,[C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2],633,17438663,5.1843,592.1
4841,[N][C][C][C][O],632,17438031,5.1845,592.2
4842,[C][C][=C][C][=Branch1][C][=O][O][C],632,17437399,5.1847,592.3
4843,[C][C][Branch1][C][Cl],631,17436768,5.1849,592.4
4844,[C][C][=C][C][=Branch1][C][=O][N],631,17436137,5.1851,592.6
4845,[C][C][=C][C][=C][Branch2][Ring2][#C],631,17435506,5.1853,592.7
4846,[/C][=C][/C][=Branch1][C][=O][N],631,17434875,5.1855,592.8
4847,[C][=C][Branch2][Ring2][Branch2],631,17434244,5.1857,592.9
4848,[C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C],631,17433613,5.1858,593
4849,[N][C][C][O][C][C][Ring1][=Branch1][C][=Branch1][C][=O],631,17432982,5.186,593.2
4850,[C][Branch1][C][N][=N][C][Branch1][C][N][=C][Ring1][Branch2],631,17432351,5.1862,593.3
4851,[C][C][N][=N],630,17431721,5.1864,593.4
4852,[C][=Branch1][C][=O][C][S],630,17431091,5.1866,593.6
4853,[O][C@H1][Ring1][#Branch2],630,17430461,5.1868,593.7
4854,[C][=C][N][=C][Branch1][C][C],630,17429831,5.187,593.8
4855,[C][=N][Ring1][P],630,17429201,5.1872,593.9
4856,[C][=Branch1][C][=O][N][Ring2][Ring1][Ring2],630,17428571,5.1873,594
4857,[C][=C][Ring1][S][O],630,17427941,5.1875,594.2
4858,[Ring1][C][N][C][=C][Ring1][Branch2],630,17427311,5.1877,594.3
4859,[C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C],630,17426681,5.1879,594.4
4860,[Ring1][#Branch1][=C],629,17426052,5.1881,594.6
4861,[O][C][C][C][N][C][=Branch1][C][=O],629,17425423,5.1883,594.7
4862,[Branch1][C][O][C][=C][Ring1][Branch2],629,17424794,5.1885,594.8
4863,[Branch1][C][=Branch1][C][=O][O],629,17424165,5.1887,595
4864,[N][Branch2][Ring2][=Branch2],629,17423536,5.1888,595.1
4865,[N][N][C][=Branch1][C][=O][C][C],629,17422907,5.189,595.2
4866,[C][=C][C][=Branch1][C][=O][C@@],629,17422278,5.1892,595.3
4867,[C][C][=C][C][Branch1][S],629,17421649,5.1894,595.5
4868,[N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O],628,17421021,5.1896,595.6
4869,[C][C][O][C][=Branch1][C][=O][C][NH1],628,17420393,5.1898,595.7
4870,[C@H1][Branch1][#Branch1][C][C][Branch1][C][C],628,17419765,5.19,595.8
4871,[O][C][O][Ring1][=Branch2],628,17419137,5.1902,596
4872,[C][N][C][C][N][Branch2][=Branch1],628,17418509,5.1903,596.1
4873,[=C][C][Branch1][P],627,17417882,5.1905,596.3
4874,[Ring2][Ring1][=Branch1][O],627,17417255,5.1907,596.4
4875,[/C][=Branch2][Ring1][#Branch2],627,17416628,5.1909,596.5
4876,[C][=N][Ring2][Ring1][O],627,17416001,5.1911,596.7
4877,[#Branch1][C][C][C][C][Ring1][Branch1][C],627,17415374,5.1913,596.8
4878,[NH1][N][=Ring1][Branch2],627,17414747,5.1915,596.9
4879,[C][C][Branch1][Ring1][C][#N][=C][Branch1][C][N],627,17414120,5.1916,597.1
4880,[C][=C][S][C][Branch1][C][N][=N][Ring1][=Branch1],627,17413493,5.1918,597.2
4881,[P][C][=N][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F],627,17412866,5.192,597.3
4882,[C][C][=Branch1][C][=O][C][=C][C][=C],626,17412240,5.1922,597.5
4883,[C][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],626,17411614,5.1924,597.6
4884,[=C][Branch1][=Branch1][C][=Branch1][C][=O][O],626,17410988,5.1926,597.7
4885,[C][C][=C][Branch1][Ring1][C][#N],626,17410362,5.1928,597.8
4886,[N][=C][Branch1][N][N][C][C],626,17409736,5.193,598
4887,[C][C@@H1][Branch1][P],626,17409110,5.1931,598.1
4888,[Branch1][C][O][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F],626,17408484,5.1933,598.2
4889,[Cl][C][=C][C][=C],625,17407859,5.1935,598.4
4890,[C][N][C][C][C][Branch2][Ring1],625,17407234,5.1937,598.5
4891,[=C][Branch1][Branch2],625,17406609,5.1939,598.7
4892,[=C][Branch1][=C],625,17405984,5.1941,598.8
4893,[C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1],625,17405359,5.1943,598.9
4894,[O][C][C][N][C][C][C][C][C][Ring1][=Branch1],625,17404734,5.1944,599.1
4895,[Branch1][C][Br][S][Ring1][=Branch1],625,17404109,5.1946,599.2
4896,[C][=C][S][C][=N][Ring1][Branch1],625,17403484,5.1948,599.3
4897,[N][Branch1][#Branch2][C][=Branch1][C][=O],625,17402859,5.195,599.4
4898,[=C][Branch1][C][/O],625,17402234,5.1952,599.6
4899,[C][C@H1][Branch1][C][O][C@H1],624,17401610,5.1954,599.7
4900,[=C][Branch1][S],624,17400986,5.1956,599.8
4901,[N][Ring1][P][C],624,17400362,5.1958,599.9
4902,[C][Ring2][Ring1][=N][=C][Ring2][Ring1][P],624,17399738,5.1959,600.1
4903,[O][=C][Branch1][#Branch1][N][C][C][C][Ring1][Ring1],624,17399114,5.1961,600.2
4904,[C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],623,17398491,5.1963,600.3
4905,[C][C][=Branch1][C][=O][C][=C][Branch1][C][C],623,17397868,5.1965,600.5
4906,[=N][C][=C][Ring1][=C],623,17397245,5.1967,600.6
4907,[N][#C][C][=C][C][=C][C][=C][Ring1][=Branch1],623,17396622,5.1969,600.7
4908,[C][O][C][=C][C][Branch2][Ring1][=Branch1],623,17395999,5.1971,600.9
4909,[=N][Ring2][Ring1][C][C][=C][Ring2][Ring1][Branch2],623,17395376,5.1972,601
4910,[N][Ring1][N][C],622,17394754,5.1974,601.2
4911,[C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],622,17394132,5.1976,601.3
4912,[C@@][Branch1][C][O][C][C],622,17393510,5.1978,601.4
4913,[C@H1][Branch2][Ring1][S],622,17392888,5.198,601.5
4914,[C][C][=C][C][Branch2][Ring1][Branch2],622,17392266,5.1982,601.7
4915,[Ring2][Ring2][Ring2][=O],622,17391644,5.1984,601.8
4916,[C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][#Branch2][F],622,17391022,5.1985,601.9
4917,[C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],621,17390401,5.1987,602.1
4918,[C][O][C][=Branch1][C][=O][C][Branch1][C][C],620,17389781,5.1989,602.2
4919,[C][C][C][Ring1][=N],620,17389161,5.1991,602.3
4920,[C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O],620,17388541,5.1993,602.5
4921,[N][C][C][C][Branch1][C][F][Branch1][C][F],620,17387921,5.1995,602.6
4922,[C][=N][C][Branch1][Branch2][C][=C][C][=C][O][Ring1][Branch1],620,17387301,5.1997,602.7
4923,[N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O],620,17386681,5.1998,602.9
4924,[C][=C][N][=C][C][=N][Ring1][=Branch1][C],620,17386061,5.2,603
4925,[C][=C][C][=C][C][=C][Ring1][=N][Ring1][=Branch1],620,17385441,5.2002,603.1
4926,[C][N][C][=Branch1][C][=O][C][Branch1],619,17384822,5.2004,603.2
4927,[C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],619,17384203,5.2006,603.4
4928,[Branch1][C][O][=C][Ring1][#Branch2],619,17383584,5.2008,603.5
4929,[C][C][=C][Branch1][Branch2],619,17382965,5.201,603.6
4930,[N][C][C][C][C][C][C][=Branch1][C][=O],619,17382346,5.2011,603.8
4931,[C][N][Ring1][=Branch1][C][=Branch1][C][=O],619,17381727,5.2013,603.9
4932,[C][O][C][=C][C][=C][Branch2][Branch1][Ring1],619,17381108,5.2015,604
4933,[C][=C][Ring2][Ring2][Ring1][O][C],619,17380489,5.2017,604.2
4934,[N][C][C][N][Branch2][Ring1][Ring1][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][C][C][Ring1][S],619,17379870,5.2019,604.3
4935,[S][C][Branch1][C],618,17379252,5.2021,604.4
4936,[=C][C][=Ring1],618,17378634,5.2023,604.6
4937,[#Branch1][C][=Branch1][C][=O][O],618,17378016,5.2024,604.7
4938,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring1],618,17377398,5.2026,604.8
4939,[N][C][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1],618,17376780,5.2028,605
4940,[P][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],618,17376162,5.203,605.1
4941,[C][O][C][=C][C][=C][Branch1][Branch2],617,17375545,5.2032,605.2
4942,[C][=C][C][=C][Branch1][C][Cl][N][=C][Ring1][#Branch1],617,17374928,5.2034,605.4
4943,[Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O],617,17374311,5.2035,605.5
4944,[O][C][C][Ring1][P],616,17373695,5.2037,605.6
4945,[C][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1],616,17373079,5.2039,605.8
4946,[N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O],616,17372463,5.2041,605.9
4947,[C][C][=C][C][Branch2][Ring1][Ring1],616,17371847,5.2043,606.1
4948,[N][Ring1][S][C],616,17371231,5.2045,606.2
4949,[C][O][C][=C][C][=C][C][Branch2][Ring1][S],616,17370615,5.2047,606.4
4950,[C][C][C@H1][Ring1][O],615,17370000,5.2048,606.5
4951,[C][C][Branch1][Ring1][O],615,17369385,5.205,606.6
4952,[C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],615,17368770,5.2052,606.8
4953,[Branch1][C][O][C@@H1][Ring1][#Branch2],615,17368155,5.2054,606.9
4954,[N][C][Branch1][=C],615,17367540,5.2056,607
4955,[C][C][C][S][C][=N],615,17366925,5.2058,607.1
4956,[N][C][C][C][Branch1][=N],615,17366310,5.2059,607.3
4957,[C][=C][C][Branch2][Ring2][=Branch2],615,17365695,5.2061,607.4
4958,[P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O],615,17365080,5.2063,607.5
4959,[Ring2][N][=N+1][=N-1],615,17364465,5.2065,607.6
4960,[C][C][=C][C][=C][Branch1][C][Cl],614,17363851,5.2067,607.8
4961,[C][C][=Branch1][C][=O][N][C][Branch1],614,17363237,5.2069,607.9
4962,[C][C][C][C][C][O][Ring1][Branch1],614,17362623,5.207,608
4963,[C][=C][C][=C][Branch1][#Branch2][N][S][Branch1][C][C][=Branch1][C][=O][=O][C][Branch1][C][F],614,17362009,5.2072,608.2
4964,[=N][N][C][=C][C][Branch1][C][N][=N][C][Ring1][#Branch1][=O],614,17361395,5.2074,608.3
4965,[C][=C][C][=C][Branch2][Ring2][P],613,17360782,5.2076,608.4
4966,[C][C][Branch1][Ring1][C][C],613,17360169,5.2078,608.6
4967,[S][C][=Ring2],613,17359556,5.208,608.7
4968,[C][O][P][=Branch1][C][=O][Branch1][C][O],613,17358943,5.2082,608.8
